id_flujo,minuto,src_ip,dst_ip,puerto,protocolo,bytes,packets,duration_ms,latency_ms,jitter_ms,packet_loss_pct,retransmissions,queue_depth,etiqueta
89,7,10.0.3.46,151.101.1.140,8080,TCP,22947,54,381,20,4,0.3,1,16,normal
90,7,10.0.2.28,104.16.0.1,993,TCP,18986,39,467,18,3,0.18,0,11,normal
91,7,10.0.1.48,13.32.0.1,8443,TCP,24055,57,582,19,3,0.34,0,4,normal
92,7,10.0.2.30,13.32.0.1,443,TCP,26986,43,460,23,4,0.28,1,0,normal
93,7,10.0.2.39,216.58.0.1,587,TCP,20218,72,372,22,5,0.12,0,3,normal
94,7,10.0.2.17,8.8.4.4,5432,TCP,21195,45,139,11,2,0.54,0,4,normal
95,7,10.0.2.11,172.217.0.1,443,TCP,27782,66,236,15,3,0.11,0,7,normal
96,7,10.0.1.26,8.8.8.8,80,TCP,16438,81,331,19,3,0.4,0,11,normal
97,7,10.0.3.33,151.101.1.140,8080,TCP,25148,47,580,28,7,0.7,2,3,normal
98,7,10.0.2.48,104.16.0.2,8080,TCP,31316,56,319,16,2,0.35,0,20,normal
99,7,10.0.2.12,1.1.1.1,22,TCP,27894,41,291,34,6,0.28,1,7,normal
100,7,10.0.1.12,8.8.8.8,3306,TCP,26674,49,458,24,7,0.44,1,13,normal
101,8,10.0.2.46,8.8.4.4,3306,TCP,31908,67,303,20,3,0.49,1,3,normal
102,8,10.0.1.28,216.58.0.1,443,TCP,34521,67,340,15,3,0.19,1,8,normal
103,8,10.0.2.24,104.16.0.1,587,TCP,33037,53,249,26,7,0.64,1,11,normal
104,8,10.0.1.44,1.0.0.1,993,TCP,30373,61,291,16,4,0.2,0,9,normal
105,8,10.0.3.33,1.1.1.1,587,TCP,27342,42,294,15,3,0.43,1,5,normal
106,8,10.0.3.36,151.101.1.140,5432,TCP,23907,72,367,20,1,0.22,1,14,normal
107,8,10.0.3.27,151.101.1.140,443,TCP,33595,36,252,27,1,0.41,0,9,normal
108,8,10.0.2.46,8.8.8.8,993,TCP,23232,73,354,20,5,0.29,1,18,normal
109,8,10.0.1.46,172.217.0.1,80,TCP,13863,58,401,17,3,0,1,6,normal
110,9,10.0.2.27,172.217.0.1,80,TCP,21316,50,282,20,4,0.34,1,7,normal
111,9,10.0.3.34,1.1.1.1,5432,TCP,25780,69,403,26,4,0.01,1,17,normal
112,9,10.0.3.36,151.101.1.140,587,TCP,39557,74,451,14,1,0.29,0,7,normal
113,9,10.0.2.34,216.58.0.1,443,TCP,28215,70,230,22,2,0.28,0,12,normal
114,9,10.0.3.29,104.16.0.1,993,TCP,24258,56,276,16,2,0.52,0,12,normal
115,9,10.0.3.20,8.8.4.4,3306,TCP,22548,74,406,11,2,0,0,2,normal
116,9,10.0.2.26,8.8.4.4,53,UDP,14304,65,396,13,3,0.36,0,10,normal
117,9,10.0.2.25,8.8.8.8,80,TCP,22273,62,300,24,1,0.46,0,14,normal
118,9,10.0.3.46,172.217.0.1,5432,TCP,30431,51,292,18,1,0.72,0,5,normal
119,9,10.0.2.29,172.217.0.1,8080,TCP,25934,44,487,17,2,0.09,1,4,normal
120,9,10.0.1.31,172.217.0.1,587,TCP,13537,66,266,24,5,0.43,0,11,normal
121,9,10.0.1.21,216.58.0.1,8443,TCP,20823,45,452,20,5,0.24,1,6,normal
122,9,10.0.3.25,104.16.0.1,25,TCP,27862,86,500,23,2,0.27,1,5,normal
123,10,10.0.2.40,8.8.4.4,587,TCP,28384,56,209,21,4,0.42,1,0,normal
124,10,10.0.2.38,1.0.0.1,22,TCP,11436,51,553,10,4,0,2,15,normal
125,10,10.0.1.42,8.8.8.8,587,TCP,27556,57,385,20,6,0.51,1,10,normal
126,10,10.0.3.33,1.1.1.1,3306,TCP,29602,60,314,14,6,0.57,0,10,normal
127,10,10.0.3.26,216.58.0.1,80,TCP,17130,66,455,21,1,0.25,1,2,normal
128,10,10.0.3.46,1.0.0.1,443,TCP,24171,73,122,24,3,0.15,1,8,normal
129,10,10.0.2.37,104.16.0.1,443,TCP,31353,77,410,5,3,0.11,0,3,normal
130,10,10.0.1.12,216.58.0.1,8443,TCP,17381,49,341,23,5,0.19,0,3,normal
131,10,10.0.1.14,151.101.1.140,8080,TCP,22760,68,552,23,2,0.23,1,12,normal
132,10,10.0.3.29,104.16.0.2,25,TCP,24567,45,347,21,5,0,0,15,normal
133,10,10.0.1.13,104.16.0.1,22,TCP,27600,87,253,14,1,0.41,1,13,normal
134,10,10.0.3.27,13.32.0.1,53,UDP,14607,59,353,23,4,0.43,0,9,normal
135,10,10.0.3.29,151.101.1.140,443,TCP,15736,61,410,20,6,0.25,0,13,normal
136,10,10.0.2.39,104.16.0.1,587,TCP,21158,64,281,21,1,0.2,0,10,normal
137,11,10.0.2.27,1.1.1.1,443,TCP,32461,51,504,23,4,0.16,0,11,normal
138,11,10.0.2.25,172.217.0.1,443,TCP,30524,60,334,22,3,0.45,0,12,normal
139,11,10.0.3.18,13.32.0.1,53,UDP,24077,64,426,16,5,0.3,3,8,normal
140,11,10.0.1.40,13.32.0.1,53,UDP,35507,64,202,26,1,0.21,1,12,normal
141,11,10.0.3.11,172.217.0.1,8443,TCP,34114,96,109,24,4,0.34,1,12,normal
142,11,10.0.3.49,1.0.0.1,587,TCP,14683,90,533,14,3,0.58,0,9,normal
143,11,10.0.2.43,1.1.1.1,443,TCP,17557,58,296,16,6,0.51,0,10,normal
144,11,10.0.2.31,13.32.0.1,993,TCP,28592,80,276,27,3,0,1,9,normal
145,11,10.0.2.39,151.101.1.140,5432,TCP,21217,51,357,29,2,0.42,0,7,normal
146,11,10.0.1.18,1.0.0.1,53,UDP,26841,47,234,24,1,0.12,1,8,normal
147,11,10.0.2.48,52.84.0.10,25,TCP,35013,73,217,16,5,0.55,1,7,normal
148,11,10.0.2.37,104.16.0.2,8080,TCP,27269,33,637,25,2,0.13,0,5,normal
149,11,10.0.1.25,151.101.1.140,8443,TCP,27429,38,386,26,1,0,1,12,normal
150,11,10.0.3.15,216.58.0.1,443,TCP,17500,71,349,17,7,0.38,0,5,normal
151,11,10.0.2.35,52.84.0.10,587,TCP,30155,68,444,23,4,0.35,2,6,normal
152,11,10.0.1.47,151.101.1.140,8443,TCP,32984,42,503,16,4,0.07,1,12,normal
153,11,10.0.1.15,8.8.8.8,3306,TCP,42484,79,362,16,4,0.55,0,9,normal
154,12,10.0.2.25,1.1.1.1,443,TCP,26522,79,219,20,2,0.09,1,12,normal
155,12,10.0.2.41,104.16.0.1,22,TCP,27186,78,348,11,7,0.06,1,2,normal
156,12,10.0.1.37,1.0.0.1,8080,TCP,27704,66,265,16,3,0.55,2,10,normal
157,12,10.0.1.29,104.16.0.2,993,TCP,33561,55,235,21,1,0.53,0,12,normal
158,12,10.0.1.40,1.0.0.1,8080,TCP,29810,57,331,18,6,0.46,0,9,normal
159,12,10.0.3.34,104.16.0.1,993,TCP,18521,87,288,18,5,0.26,0,6,normal
160,12,10.0.1.38,216.58.0.1,8443,TCP,28099,61,404,17,5,0.25,0,23,normal
161,12,10.0.3.36,52.84.0.10,8443,TCP,16552,38,311,17,7,0.1,2,16,normal
162,12,10.0.1.29,172.217.0.1,8080,TCP,33381,67,309,23,3,0.08,1,13,normal
163,12,10.0.2.41,104.16.0.1,587,TCP,29936,61,270,14,3,0.4,1,7,normal
164,12,10.0.3.18,13.32.0.1,22,TCP,31837,55,451,28,2,0.29,1,7,normal
165,12,10.0.3.22,172.217.0.1,5432,TCP,23072,63,234,21,2,0.02,0,11,normal
166,12,10.0.3.12,151.101.1.140,5432,TCP,22080,53,299,20,6,0.38,3,8,normal
167,12,10.0.1.13,172.217.0.1,5432,TCP,24189,22,399,21,1,0.02,0,7,normal
168,12,10.0.2.19,52.84.0.10,443,TCP,35070,43,396,23,1,0.22,0,13,normal
169,13,10.0.3.38,52.84.0.10,53,UDP,20435,63,404,21,2,0.34,1,17,normal
170,13,10.0.2.23,52.84.0.10,587,TCP,37059,48,421,11,4,0,0,5,normal
171,13,10.0.3.39,52.84.0.10,587,TCP,14282,69,321,14,5,0.17,1,10,normal
172,13,10.0.2.42,216.58.0.1,25,TCP,25794,52,508,11,5,0.09,2,13,normal
173,13,10.0.2.27,52.84.0.10,8443,TCP,24642,55,310,19,1,0.23,0,8,normal
174,13,10.0.2.28,172.217.0.1,993,TCP,33899,67,417,12,1,0.52,0,3,normal
175,13,10.0.1.27,13.32.0.1,53,UDP,22871,71,344,23,4,0,0,17,normal
176,13,10.0.3.42,8.8.8.8,25,TCP,35913,62,617,28,2,0.89,0,8,normal
177,13,10.0.1.43,216.58.0.1,80,TCP,21835,69,283,15,5,0.56,2,5,normal
178,13,10.0.3.18,8.8.4.4,25,TCP,13329,34,292,22,6,0.24,0,14,normal
179,13,10.0.3.24,8.8.8.8,8443,TCP,29810,56,405,17,9,0,0,13,normal
180,14,10.0.1.27,216.58.0.1,8443,TCP,35582,66,303,24,3,0.69,2,14,normal
181,14,10.0.2.41,172.217.0.1,80,TCP,32262,85,168,16,2,0,1,16,normal
182,14,10.0.2.29,216.58.0.1,25,TCP,14033,58,226,17,4,0.19,1,13,normal
183,14,10.0.2.10,172.217.0.1,3306,TCP,39879,43,246,18,5,0.48,2,10,normal
184,14,10.0.1.14,216.58.0.1,443,TCP,40727,39,449,20,3,0.33,1,16,normal
185,14,10.0.1.41,8.8.8.8,80,TCP,27871,52,400,22,7,0.52,1,7,normal
186,14,10.0.3.23,216.58.0.1,5432,TCP,33030,75,323,24,2,0.47,0,21,normal
187,14,10.0.2.10,104.16.0.2,8443,TCP,21327,50,405,22,6,0.31,1,11,normal
188,15,10.0.3.46,13.32.0.1,3306,TCP,24884,59,228,18,7,0.33,0,9,normal
189,15,10.0.1.41,151.101.1.140,993,TCP,28988,82,555,15,6,0.48,1,13,normal
190,15,10.0.2.22,1.1.1.1,80,TCP,28841,52,345,19,2,0.29,0,4,normal
191,15,10.0.2.32,1.1.1.1,8443,TCP,34320,52,323,18,7,0.38,2,7,normal
192,15,10.0.3.34,216.58.0.1,8443,TCP,8468,76,465,30,2,0.28,0,7,normal
193,15,10.0.3.47,1.0.0.1,993,TCP,12559,53,241,24,3,0.42,0,9,normal
194,15,10.0.3.46,8.8.8.8,25,TCP,26888,71,339,11,4,0,0,2,normal
195,15,10.0.2.47,172.217.0.1,5432,TCP,28668,63,403,13,3,0.18,1,20,normal
196,15,10.0.2.13,151.101.1.140,5432,TCP,26430,44,317,11,1,0.38,0,12,normal
197,15,10.0.3.32,13.32.0.1,443,TCP,26166,48,380,24,7,0.41,0,9,normal
198,15,10.0.3.49,172.217.0.1,8443,TCP,18342,54,411,23,1,0.56,0,10,normal
199,16,10.0.1.33,104.16.0.2,443,TCP,21991,43,398,19,4,0.25,1,6,normal
200,16,10.0.2.12,104.16.0.2,8443,TCP,18851,61,284,28,3,0,0,15,normal
201,16,10.0.2.13,172.217.0.1,443,TCP,28536,66,53,13,6,0.46,1,15,normal
202,16,10.0.2.40,104.16.0.2,587,TCP,25264,41,425,18,3,0.04,0,9,normal
203,16,10.0.1.44,8.8.8.8,8080,TCP,13370,81,266,18,6,0.23,0,10,normal
204,16,10.0.3.12,104.16.0.1,993,TCP,33988,34,254,25,5,0.43,1,17,normal
205,16,10.0.3.13,216.58.0.1,443,TCP,39975,62,296,15,5,0.33,1,12,normal
206,16,10.0.1.11,151.101.1.140,993,TCP,21603,39,457,18,1,0.45,0,2,normal
207,16,10.0.1.27,151.101.1.140,53,UDP,24088,56,482,24,4,0.1,1,13,normal
208,16,10.0.2.18,216.58.0.1,53,UDP,22475,70,448,18,4,0.5,0,10,normal
209,16,10.0.2.45,1.1.1.1,22,TCP,24549,62,160,18,4,0.38,1,12,normal
210,17,10.0.1.36,151.101.1.140,22,TCP,25953,34,401,20,4,0.21,0,14,normal
211,17,10.0.2.26,151.101.1.140,22,TCP,27220,56,473,12,3,0.2,0,13,normal
212,17,10.0.1.14,104.16.0.1,8443,TCP,21361,35,128,13,5,0.4,0,7,normal
213,17,10.0.1.15,172.217.0.1,3306,TCP,37711,59,188,24,6,0.25,1,10,normal
214,17,10.0.2.31,8.8.4.4,80,TCP,20670,94,544,24,3,0.12,0,17,normal
215,17,10.0.2.18,104.16.0.1,3306,TCP,17841,67,427,13,2,0.21,0,5,normal
216,17,10.0.3.25,52.84.0.10,8443,TCP,14337,53,371,24,1,0.37,0,7,normal
217,17,10.0.2.16,8.8.4.4,993,TCP,30602,57,425,19,4,0.25,0,0,normal
218,17,10.0.2.10,1.1.1.1,8080,TCP,46280,53,302,27,1,0.31,1,14,normal
219,17,10.0.2.31,104.16.0.1,8443,TCP,17246,64,315,15,2,0.65,2,16,normal
220,17,10.0.3.21,104.16.0.2,53,UDP,26502,56,486,19,2,0.44,2,6,normal
221,17,10.0.3.10,1.1.1.1,993,TCP,30296,81,194,24,5,0.15,0,10,normal
222,17,10.0.1.23,216.58.0.1,5432,TCP,31446,28,341,13,2,0.24,0,12,normal
223,17,10.0.3.15,13.32.0.1,25,TCP,14491,58,214,16,2,0.2,1,4,normal
224,18,10.0.2.34,216.58.0.1,8443,TCP,33194,39,355,11,5,0.22,1,18,normal
225,18,10.0.2.23,172.217.0.1,993,TCP,28940,71,439,22,6,0.2,0,16,normal
226,18,10.0.3.34,8.8.4.4,5432,TCP,7665,78,500,18,4,0.25,2,9,normal
227,18,10.0.3.21,104.16.0.1,53,UDP,21712,73,171,17,1,0.16,0,5,normal
228,18,10.0.1.14,151.101.1.140,25,TCP,28392,63,447,21,1,0.33,0,3,normal
229,18,10.0.3.29,52.84.0.10,25,TCP,25076,68,247,20,3,0.25,0,12,normal
230,18,10.0.1.36,172.217.0.1,22,TCP,25259,50,128,15,2,0.04,0,13,normal
231,18,10.0.3.31,8.8.4.4,5432,TCP,30287,41,464,16,1,0.08,1,1,normal
232,18,10.0.3.26,1.0.0.1,5432,TCP,25545,44,787,15,4,0.39,0,18,normal
233,18,10.0.2.14,52.84.0.10,3306,TCP,12446,58,496,16,6,0.26,1,19,normal
234,18,10.0.1.46,1.1.1.1,8080,TCP,25777,72,562,12,1,0.52,0,11,normal
235,19,10.0.1.48,1.1.1.1,5432,TCP,37357,40,444,22,6,0.45,0,8,normal
236,19,10.0.1.47,216.58.0.1,993,TCP,41923,72,484,18,5,0.45,0,6,normal
237,19,10.0.1.31,13.32.0.1,5432,TCP,22538,70,347,8,2,0.16,1,20,normal
238,19,10.0.3.26,8.8.4.4,53,UDP,19166,54,451,19,5,0.42,2,13,normal
239,19,10.0.3.19,104.16.0.1,80,TCP,35579,21,293,21,5,0.38,0,7,normal
240,19,10.0.1.49,1.0.0.1,5432,TCP,22668,64,418,21,6,0.43,0,9,normal
241,19,10.0.3.10,13.32.0.1,443,TCP,44152,65,422,24,6,0.29,3,9,normal
242,19,10.0.3.22,172.217.0.1,3306,TCP,21681,96,579,21,4,0.2,0,7,normal
243,19,10.0.2.17,151.101.1.140,587,TCP,34805,81,351,17,5,0.3,0,9,normal
244,19,10.0.1.44,104.16.0.1,8080,TCP,29259,49,213,16,2,0.32,0,8,normal
245,20,10.0.3.32,52.84.0.10,22,TCP,23538,99,315,25,4,0.22,2,7,normal
246,20,10.0.2.18,151.101.1.140,5432,TCP,26306,76,439,20,6,0.93,2,9,normal
247,20,10.0.2.11,104.16.0.2,8443,TCP,39781,40,244,15,1,0.22,1,13,normal
248,20,10.0.3.27,1.0.0.1,8443,TCP,25678,82,575,26,4,0.1,0,14,normal
249,20,10.0.2.17,1.0.0.1,80,TCP,34849,55,553,19,2,0,2,18,normal
250,20,10.0.1.12,172.217.0.1,443,TCP,6049,72,388,21,4,0.36,0,5,normal
251,20,10.0.1.30,13.32.0.1,80,TCP,26216,79,307,21,1,0.35,1,10,normal
252,20,10.0.2.24,104.16.0.2,993,TCP,19052,78,423,16,2,0.21,2,12,normal
253,20,10.0.1.41,8.8.8.8,80,TCP,25297,47,370,26,7,0.46,0,17,normal
254,20,10.0.3.28,8.8.8.8,443,TCP,19661,54,459,16,3,0.58,0,4,normal
255,20,10.0.2.33,172.217.0.1,80,TCP,26102,66,410,21,1,0.25,0,9,normal
256,20,10.0.1.38,104.16.0.1,993,TCP,19105,62,616,16,7,0.21,0,9,normal
257,20,10.0.1.21,104.16.0.2,22,TCP,24166,77,460,26,5,0.23,0,12,normal
258,21,10.0.1.13,104.16.0.2,53,UDP,32141,47,299,19,6,0.51,1,11,normal
259,21,10.0.1.35,216.58.0.1,443,TCP,21975,64,536,14,3,0.35,0,10,normal
260,21,10.0.2.34,104.16.0.1,3306,TCP,22065,68,314,23,6,0.09,3,15,normal
261,21,10.0.2.25,104.16.0.2,3306,TCP,18058,62,249,22,5,0.21,0,10,normal
262,21,10.0.1.41,216.58.0.1,8443,TCP,35927,61,466,20,3,0.08,1,5,normal
263,21,10.0.2.10,13.32.0.1,587,TCP,25480,68,411,28,2,0.24,1,14,normal
264,21,10.0.2.45,172.217.0.1,443,TCP,36812,70,417,23,6,0,0,15,normal
265,21,10.0.1.25,52.84.0.10,993,TCP,17281,82,222,21,4,0.23,1,6,normal
266,21,10.0.1.15,1.0.0.1,3306,TCP,29579,50,426,22,2,0.49,0,6,normal
267,21,10.0.1.26,1.0.0.1,22,TCP,29361,49,232,14,2,0.22,1,9,normal
268,21,10.0.2.49,172.217.0.1,3306,TCP,26091,74,220,23,5,0.36,1,12,normal
269,22,10.0.1.14,151.101.1.140,80,TCP,16759,93,415,441,85,15,5,93,anomalia_congestion
270,22,10.0.3.13,104.16.0.2,8443,TCP,38817,63,351,409,156,9,9,94,anomalia_congestion
271,22,10.0.1.41,8.8.4.4,587,TCP,24840,67,468,420,111,5,12,92,anomalia_congestion
272,22,10.0.1.48,151.101.1.140,25,TCP,33710,35,221,300,123,14,9,89,anomalia_congestion
273,22,10.0.1.17,52.84.0.10,53,TCP,36525,69,178,499,81,11,12,100,anomalia_congestion
274,22,10.0.1.20,216.58.0.1,993,TCP,29426,86,446,506,99,16,10,93,anomalia_congestion
275,22,10.0.2.18,104.16.0.1,8443,TCP,14348,79,387,318,121,9,5,96,anomalia_congestion
276,22,10.0.3.42,216.58.0.1,993,TCP,12198,61,498,35,5,0.15,0,17,normal
277,22,10.0.1.22,8.8.4.4,5432,TCP,19447,75,507,400,65,10,11,92,anomalia_congestion
278,22,10.0.3.19,104.16.0.1,3306,TCP,37229,64,496,386,102,11,16,94,anomalia_congestion
279,22,10.0.3.44,13.32.0.1,587,TCP,21772,73,323,19,2,0.25,1,5,normal
280,22,10.0.2.26,104.16.0.2,993,TCP,27471,70,414,18,2,0.29,0,7,normal
281,22,10.0.1.12,1.0.0.1,993,TCP,40955,69,692,20,4,0.2,0,7,normal
282,22,10.0.3.34,1.0.0.1,993,TCP,37276,76,411,18,3,0.13,1,18,normal
283,22,10.0.2.17,104.16.0.2,587,TCP,25937,64,262,443,140,8,12,98,anomalia_congestion
284,22,10.0.1.21,104.16.0.1,3306,TCP,41849,57,314,338,96,8,9,95,anomalia_congestion
285,22,10.0.3.11,13.32.0.1,5432,TCP,20740,69,434,522,96,11,5,95,anomalia_congestion
