id_flujo,minuto,src_ip,dst_ip,puerto,protocolo,bytes,packets,duration_ms,latency_ms,jitter_ms,packet_loss_pct,retransmissions,queue_depth,etiqueta
89,7,10.0.3.46,151.101.1.140,8080,TCP,22947,54,381,20,4,0.3,1,16,normal
90,7,10.0.2.28,104.16.0.1,993,TCP,18986,39,467,18,3,0.18,0,11,normal
91,7,10.0.1.48,13.32.0.1,8443,TCP,24055,57,582,19,3,0.34,0,4,normal
92,7,10.0.2.30,13.32.0.1,443,TCP,26986,43,460,23,4,0.28,1,0,normal
93,7,10.0.2.39,216.58.0.1,587,TCP,20218,72,372,22,5,0.12,0,3,normal
94,7,10.0.2.17,8.8.4.4,5432,TCP,21195,45,139,11,2,0.54,0,4,normal
95,7,10.0.2.11,172.217.0.1,443,TCP,27782,66,236,15,3,0.11,0,7,normal
96,7,10.0.1.26,8.8.8.8,80,TCP,16438,81,331,19,3,0.4,0,11,normal
97,7,10.0.3.33,151.101.1.140,8080,TCP,25148,47,580,28,7,0.7,2,3,normal
98,7,10.0.2.48,104.16.0.2,8080,TCP,31316,56,319,16,2,0.35,0,20,normal
99,7,10.0.2.12,1.1.1.1,22,TCP,27894,41,291,34,6,0.28,1,7,normal
100,7,10.0.1.12,8.8.8.8,3306,TCP,26674,49,458,24,7,0.44,1,13,normal
101,8,10.0.1.42,8.8.8.8,5432,TCP,17350,61,523,161,34,21,50,11,anomalia_degradacion
102,8,10.0.1.21,172.217.0.1,3306,TCP,16091,59,149,162,48,18,50,3,anomalia_degradacion
103,8,10.0.3.41,1.1.1.1,3306,TCP,23329,55,331,100,50,25,37,13,anomalia_degradacion
104,8,10.0.1.45,172.217.0.1,80,TCP,23122,64,317,181,34,25,28,0,anomalia_degradacion
105,8,10.0.1.23,1.0.0.1,993,TCP,16733,50,267,195,35,25,50,15,anomalia_degradacion
106,8,10.0.2.41,8.8.8.8,3306,TCP,38577,47,341,198,37,17,44,10,anomalia_degradacion
107,8,10.0.3.18,13.32.0.1,53,UDP,29589,58,378,23,2,0.46,0,22,normal
108,8,10.0.1.15,8.8.8.8,3306,TCP,21155,92,492,20,2,0.36,2,9,normal
109,8,10.0.1.32,172.217.0.1,53,TCP,25749,38,441,226,23,22,45,4,anomalia_degradacion
110,8,10.0.1.30,104.16.0.1,25,TCP,22540,34,303,174,45,22,33,4,anomalia_degradacion
111,8,10.0.2.26,172.217.0.1,25,TCP,25210,33,358,202,57,20,50,8,anomalia_degradacion
112,8,10.0.2.23,151.101.1.140,443,TCP,7775,81,487,244,25,23,38,14,anomalia_degradacion
113,8,10.0.1.12,8.8.4.4,8080,TCP,28752,77,301,23,3,0.26,1,0,normal
114,8,10.0.3.16,172.217.0.1,8080,TCP,18678,62,241,204,58,20,46,7,anomalia_degradacion
115,8,10.0.2.42,52.84.0.10,80,TCP,26739,67,493,25,5,0.31,0,17,normal
116,8,10.0.1.19,151.101.1.140,443,TCP,15045,59,339,143,29,15,35,5,anomalia_degradacion
117,8,10.0.2.39,151.101.1.140,5432,TCP,24008,52,270,20,7,0.12,1,8,normal
118,8,10.0.1.44,13.32.0.1,5432,TCP,15287,69,278,190,30,21,56,14,anomalia_degradacion
119,8,10.0.2.37,104.16.0.2,8080,TCP,28897,64,128,31,6,0.16,0,8,normal
120,8,10.0.3.48,172.217.0.1,5432,TCP,17610,44,460,148,42,23,37,11,anomalia_degradacion
121,8,10.0.2.30,8.8.8.8,5432,TCP,19138,69,348,151,46,23,42,8,anomalia_degradacion
122,8,10.0.2.21,104.16.0.2,443,TCP,22347,71,340,254,35,16,48,11,anomalia_degradacion
123,8,10.0.2.27,1.1.1.1,443,TCP,29459,73,272,26,5,0.4,0,8,normal
124,8,10.0.1.49,52.84.0.10,993,TCP,20571,49,479,213,72,16,48,8,anomalia_degradacion
125,8,10.0.2.35,52.84.0.10,587,TCP,24696,69,405,23,5,0.34,1,19,normal
126,8,10.0.2.43,1.1.1.1,443,TCP,22910,45,327,17,2,0.55,2,5,normal
127,8,10.0.2.48,52.84.0.10,25,TCP,24049,78,445,14,2,0.43,2,13,normal
128,8,10.0.2.11,172.217.0.1,8080,TCP,4877,59,141,196,54,15,57,13,anomalia_degradacion
129,8,10.0.1.24,52.84.0.10,8443,TCP,29778,84,170,240,36,19,51,12,anomalia_degradacion
130,8,10.0.3.38,52.84.0.10,587,TCP,29852,68,368,211,24,18,34,4,anomalia_degradacion
131,8,10.0.2.44,104.16.0.1,53,TCP,34666,65,378,162,42,16,40,3,anomalia_degradacion
132,8,10.0.2.25,172.217.0.1,443,TCP,13116,70,347,19,4,0.22,1,2,normal
133,8,10.0.3.15,104.16.0.2,8443,TCP,20093,70,385,198,50,20,45,12,anomalia_degradacion
134,8,10.0.2.25,8.8.4.4,587,TCP,28859,42,218,160,37,24,36,15,anomalia_degradacion
135,8,10.0.2.31,13.32.0.1,993,TCP,21000,66,507,16,6,0.26,0,12,normal
136,8,10.0.3.15,216.58.0.1,443,TCP,22914,45,430,19,2,0.68,1,7,normal
137,8,10.0.1.46,13.32.0.1,53,TCP,25499,43,154,136,46,22,59,19,anomalia_degradacion
138,8,10.0.1.33,216.58.0.1,5432,TCP,43626,80,483,195,20,21,35,8,anomalia_degradacion
139,8,10.0.1.18,1.0.0.1,53,UDP,17620,63,237,15,5,0.06,0,14,normal
140,8,10.0.3.11,172.217.0.1,8443,TCP,18693,77,634,9,5,0.4,1,11,normal
141,8,10.0.1.41,1.1.1.1,993,TCP,19970,74,92,19,2,0.66,3,0,normal
142,8,10.0.3.33,1.1.1.1,443,TCP,20938,24,428,184,45,15,41,13,anomalia_degradacion
143,8,10.0.1.15,1.0.0.1,8080,TCP,34733,58,261,161,48,19,47,2,anomalia_degradacion
144,8,10.0.1.47,151.101.1.140,8443,TCP,27748,74,197,26,2,0.36,0,12,normal
145,8,10.0.1.29,1.1.1.1,53,TCP,31719,37,376,163,30,23,41,6,anomalia_degradacion
146,8,10.0.2.15,8.8.4.4,993,TCP,26519,56,618,187,48,17,30,6,anomalia_degradacion
147,8,10.0.1.40,13.32.0.1,53,UDP,29050,79,375,13,6,0.04,0,13,normal
148,8,10.0.2.17,104.16.0.2,993,TCP,24286,28,104,232,28,22,55,7,anomalia_degradacion
149,8,10.0.1.16,216.58.0.1,5432,TCP,21371,71,239,169,39,31,58,8,anomalia_degradacion
150,8,10.0.3.16,13.32.0.1,5432,TCP,25879,60,364,22,4,0.28,1,8,normal
151,8,10.0.2.47,52.84.0.10,993,TCP,30050,67,338,188,24,26,40,10,anomalia_degradacion
152,8,10.0.2.20,52.84.0.10,8080,TCP,24721,85,390,206,43,15,42,12,anomalia_degradacion
153,8,10.0.1.42,151.101.1.140,587,TCP,31841,72,292,186,32,21,31,7,anomalia_degradacion
154,8,10.0.2.27,52.84.0.10,53,TCP,26710,54,537,150,57,15,36,12,anomalia_degradacion
155,8,10.0.3.45,13.32.0.1,3306,TCP,13977,55,179,158,39,22,37,15,anomalia_degradacion
156,8,10.0.2.17,1.0.0.1,993,TCP,32750,59,623,192,47,15,46,7,anomalia_degradacion
157,8,10.0.3.49,1.0.0.1,587,TCP,29284,40,585,27,1,0.3,2,7,normal
158,8,10.0.1.29,104.16.0.1,443,TCP,21165,55,165,243,36,17,25,3,anomalia_degradacion
159,8,10.0.1.25,151.101.1.140,8443,TCP,25396,64,165,21,6,0.05,0,10,normal
160,8,10.0.2.45,13.32.0.1,8443,TCP,23786,56,221,204,48,22,46,12,anomalia_degradacion
161,8,10.0.1.26,8.8.4.4,443,TCP,24521,39,482,13,8,0.3,0,4,normal
162,8,10.0.3.26,104.16.0.2,80,TCP,35622,55,256,211,43,29,45,12,anomalia_degradacion
163,9,10.0.3.12,151.101.1.140,5432,TCP,21365,54,353,26,4,0.83,0,13,normal
164,9,10.0.2.22,216.58.0.1,53,UDP,40465,48,270,20,5,0.26,0,1,normal
165,9,10.0.3.34,104.16.0.1,993,TCP,39265,53,325,23,3,0.12,0,11,normal
166,9,10.0.1.36,52.84.0.10,8443,TCP,20038,80,247,19,6,0.69,0,13,normal
167,9,10.0.3.37,104.16.0.2,80,TCP,26606,51,348,9,3,0.35,0,16,normal
168,9,10.0.3.18,13.32.0.1,22,TCP,22362,73,545,16,3,0.4,0,5,normal
169,9,10.0.2.23,1.1.1.1,587,TCP,20778,66,185,19,1,0.37,0,2,normal
170,9,10.0.1.37,1.0.0.1,8080,TCP,28385,50,261,18,6,0.51,1,11,normal
171,9,10.0.3.13,172.217.0.1,443,TCP,26853,85,369,18,5,0.2,2,0,normal
172,9,10.0.3.23,13.32.0.1,53,UDP,17793,41,458,20,3,0.59,1,16,normal
173,9,10.0.1.38,216.58.0.1,8443,TCP,25788,67,284,24,3,0.2,3,6,normal
174,9,10.0.1.46,13.32.0.1,587,TCP,35384,59,66,20,5,0.12,1,12,normal
175,10,10.0.3.49,13.32.0.1,443,TCP,35436,76,374,21,1,0.59,0,0,normal
176,10,10.0.2.32,8.8.4.4,3306,TCP,29753,74,272,22,4,0.08,1,3,normal
177,10,10.0.2.17,172.217.0.1,25,TCP,37416,67,646,14,4,0.49,0,6,normal
178,10,10.0.2.27,104.16.0.2,993,TCP,37502,44,478,16,1,0.19,0,12,normal
179,10,10.0.3.22,8.8.8.8,25,TCP,21118,39,484,19,1,0.48,1,24,normal
180,10,10.0.1.24,8.8.8.8,3306,TCP,24100,76,121,21,6,0.5,2,2,normal
181,10,10.0.2.14,1.1.1.1,8080,TCP,29411,55,628,19,3,0.38,0,11,normal
182,10,10.0.1.25,13.32.0.1,5432,TCP,29972,55,464,9,3,0.25,0,18,normal
183,10,10.0.1.26,1.0.0.1,8443,TCP,34381,73,176,25,3,0.26,0,7,normal
184,10,10.0.3.32,216.58.0.1,8443,TCP,8564,72,169,17,1,0.36,0,5,normal
185,10,10.0.2.19,1.0.0.1,25,TCP,30842,49,381,16,6,0.16,0,7,normal
186,11,10.0.2.41,172.217.0.1,80,TCP,38302,38,260,16,1,0.31,2,7,normal
187,11,10.0.3.24,8.8.8.8,22,TCP,20701,67,398,29,6,0.38,0,18,normal
188,11,10.0.2.10,104.16.0.2,8443,TCP,19815,68,410,25,4,0.44,1,7,normal
189,11,10.0.2.10,172.217.0.1,3306,TCP,15717,48,306,23,5,0.53,1,14,normal
190,11,10.0.3.47,8.8.8.8,8080,TCP,6100,46,289,19,4,0.43,0,0,normal
191,11,10.0.1.21,52.84.0.10,587,TCP,24652,51,329,27,1,0.05,1,17,normal
192,12,10.0.2.42,1.0.0.1,8080,TCP,35165,71,344,16,1,0.08,0,10,normal
193,12,10.0.3.27,104.16.0.1,8080,TCP,38630,73,290,14,5,0.32,1,9,normal
194,12,10.0.3.22,216.58.0.1,8080,TCP,22997,60,216,19,2,0.46,1,14,normal
195,12,10.0.1.11,1.0.0.1,53,UDP,20672,46,345,14,1,0.13,0,9,normal
196,12,10.0.2.18,52.84.0.10,993,TCP,21984,40,375,19,3,0.46,0,3,normal
197,12,10.0.3.22,104.16.0.2,3306,TCP,44172,58,426,20,6,0.31,2,14,normal
198,12,10.0.2.22,8.8.8.8,8443,TCP,25593,85,370,15,3,0,0,0,normal
199,12,10.0.1.37,1.0.0.1,80,TCP,20258,68,335,25,3,0.31,2,13,normal
200,12,10.0.1.17,52.84.0.10,5432,TCP,40889,89,399,26,2,0.32,0,11,normal
201,12,10.0.1.23,8.8.4.4,53,UDP,33534,50,336,17,2,0.08,2,21,normal
202,12,10.0.2.11,151.101.1.140,8443,TCP,42571,47,451,17,5,0.07,0,21,normal
203,12,10.0.3.48,8.8.4.4,993,TCP,12889,55,497,11,2,0.19,0,3,normal
204,12,10.0.3.44,52.84.0.10,443,TCP,44730,70,307,26,2,0.15,0,16,normal
205,12,10.0.3.45,52.84.0.10,25,TCP,19949,57,337,23,3,0.56,0,10,normal
206,13,10.0.2.20,104.16.0.1,80,TCP,29824,49,433,15,1,0.46,0,4,normal
207,13,10.0.3.18,52.84.0.10,3306,TCP,41852,103,250,20,4,0.26,1,2,normal
208,13,10.0.3.15,104.16.0.1,5432,TCP,31095,79,190,17,1,0,0,17,normal
209,13,10.0.3.30,1.0.0.1,3306,TCP,22588,72,375,15,5,0.24,1,9,normal
210,13,10.0.2.11,172.217.0.1,25,TCP,30632,58,228,31,5,0.27,0,4,normal
211,13,10.0.3.48,104.16.0.2,8443,TCP,11946,54,188,28,1,0.23,2,14,normal
212,13,10.0.3.45,1.0.0.1,8443,TCP,21179,57,301,21,3,0.52,1,12,normal
213,13,10.0.1.13,13.32.0.1,8443,TCP,30705,57,416,10,7,0.46,1,2,normal
214,13,10.0.1.49,104.16.0.1,587,TCP,20333,64,214,20,1,0.42,0,13,normal
215,13,10.0.1.23,8.8.4.4,587,TCP,32431,61,289,23,4,0.4,0,12,normal
216,13,10.0.3.28,172.217.0.1,443,TCP,23873,72,434,21,1,0.54,1,14,normal
217,13,10.0.3.11,151.101.1.140,53,UDP,26154,83,304,11,9,0.57,0,10,normal
218,13,10.0.1.48,13.32.0.1,993,TCP,27110,47,530,17,1,0.31,0,10,normal
219,13,10.0.1.11,8.8.4.4,443,TCP,25041,79,192,19,2,0.2,0,15,normal
220,13,10.0.1.13,216.58.0.1,587,TCP,21907,107,237,20,5,0.22,0,3,normal
221,13,10.0.1.23,8.8.8.8,993,TCP,34165,71,177,14,4,0.28,0,14,normal
222,14,10.0.3.17,13.32.0.1,993,TCP,21217,36,466,17,4,0.63,1,8,normal
223,14,10.0.2.43,8.8.4.4,443,TCP,20397,67,208,17,4,0.52,1,0,normal
224,14,10.0.2.46,104.16.0.2,587,TCP,26983,46,247,14,7,0.03,0,8,normal
225,14,10.0.2.45,8.8.4.4,3306,TCP,19143,55,258,20,4,0.22,1,4,normal
226,14,10.0.2.39,8.8.8.8,587,TCP,35560,62,220,21,6,0.27,0,10,normal
227,14,10.0.3.11,216.58.0.1,53,UDP,14836,58,362,17,3,0.13,0,9,normal
228,14,10.0.3.47,8.8.8.8,993,TCP,21648,91,338,27,6,0.3,2,14,normal
229,14,10.0.3.40,172.217.0.1,587,TCP,15723,55,296,22,5,0.32,1,7,normal
230,14,10.0.2.27,151.101.1.140,80,TCP,41916,45,529,5,6,0.32,0,12,normal
231,14,10.0.1.46,1.1.1.1,8443,TCP,31801,65,197,20,1,0.04,0,9,normal
232,14,10.0.3.37,13.32.0.1,587,TCP,25896,39,186,25,3,0.37,1,3,normal
233,14,10.0.2.20,13.32.0.1,5432,TCP,13679,74,482,16,2,0.62,1,10,normal
234,14,10.0.2.19,104.16.0.2,3306,TCP,32559,69,506,17,1,0.55,0,7,normal
235,14,10.0.1.31,104.16.0.1,8443,TCP,30848,73,336,8,1,0,0,11,normal
236,15,10.0.3.31,52.84.0.10,443,TCP,8841,85,413,14,3,0.45,0,9,normal
237,15,10.0.2.48,216.58.0.1,993,TCP,20417,65,402,18,6,0.53,0,14,normal
238,15,10.0.1.10,104.16.0.2,8080,TCP,29260,83,467,25,6,0.69,0,17,normal
239,15,10.0.3.30,104.16.0.1,8080,TCP,36324,45,511,21,4,0.27,1,8,normal
240,15,10.0.3.18,1.1.1.1,993,TCP,19941,63,533,24,5,0.42,0,14,normal
241,15,10.0.3.12,216.58.0.1,53,UDP,31787,75,523,20,1,0.42,0,7,normal
242,15,10.0.1.41,151.101.1.140,53,UDP,21938,52,195,15,2,0.76,2,11,normal
243,15,10.0.1.20,104.16.0.1,25,TCP,19730,42,509,22,3,0,0,10,normal
244,15,10.0.1.10,1.0.0.1,443,TCP,21430,62,376,27,7,0.32,2,0,normal
245,16,10.0.1.18,151.101.1.140,5432,TCP,14147,53,165,20,3,0.48,1,3,normal
246,16,10.0.3.15,216.58.0.1,25,TCP,28862,61,289,17,1,0.55,3,1,normal
247,16,10.0.1.31,104.16.0.1,25,TCP,23682,79,499,18,8,0.31,0,11,normal
248,16,10.0.1.32,1.0.0.1,80,TCP,32468,75,30,21,3,0.14,1,12,normal
249,16,10.0.2.23,104.16.0.1,3306,TCP,23980,52,328,5,5,0.54,1,13,normal
250,16,10.0.1.43,172.217.0.1,443,TCP,19728,49,249,18,3,0.38,0,14,normal
251,16,10.0.2.40,216.58.0.1,80,TCP,28757,50,401,13,5,0.29,1,5,normal
252,16,10.0.2.33,104.16.0.2,22,TCP,28268,75,441,14,2,0.88,0,12,normal
253,16,10.0.3.31,104.16.0.2,80,TCP,26179,40,342,14,3,0.28,0,3,normal
254,16,10.0.2.28,8.8.8.8,8443,TCP,19801,53,423,21,1,0.31,1,27,normal
255,16,10.0.3.16,8.8.4.4,3306,TCP,37208,64,491,29,5,0.31,2,7,normal
256,16,10.0.1.20,151.101.1.140,25,TCP,23176,91,478,22,3,0.18,2,10,normal
257,17,10.0.3.48,172.217.0.1,53,UDP,14012,71,232,20,2,0.38,1,7,normal
258,17,10.0.3.21,151.101.1.140,53,UDP,40783,80,466,16,3,0.12,1,9,normal
259,17,10.0.3.43,1.1.1.1,8080,TCP,36594,66,352,24,1,0.43,1,11,normal
260,17,10.0.1.17,1.0.0.1,80,TCP,35894,82,232,25,2,0.09,0,19,normal
261,17,10.0.1.10,216.58.0.1,587,TCP,16406,78,321,23,6,0.28,3,6,normal
262,17,10.0.2.10,104.16.0.2,8080,TCP,31209,71,366,14,1,0.39,2,14,normal
263,17,10.0.3.35,172.217.0.1,25,TCP,40465,68,325,21,4,0.49,0,9,normal
264,17,10.0.1.18,1.0.0.1,80,TCP,32825,52,529,27,4,0.14,2,11,normal
265,17,10.0.3.19,104.16.0.1,993,TCP,23097,72,422,21,4,0.04,1,12,normal
266,17,10.0.3.34,1.1.1.1,25,TCP,33729,64,159,22,4,0.52,1,7,normal
267,17,10.0.2.34,1.1.1.1,443,TCP,20526,50,313,19,3,0.21,0,19,normal
268,18,10.0.3.46,172.217.0.1,587,TCP,27559,47,348,21,5,0.38,3,10,normal
269,18,10.0.1.19,104.16.0.1,587,TCP,10477,55,180,16,3,0.06,3,9,normal
270,18,10.0.2.39,151.101.1.140,8080,TCP,24539,63,379,26,4,0.53,1,6,normal
271,18,10.0.2.37,104.16.0.1,8080,TCP,23048,68,10,22,3,0.21,0,14,normal
272,18,10.0.3.27,1.0.0.1,80,TCP,9450,23,193,11,7,0.42,0,10,normal
273,18,10.0.3.46,172.217.0.1,587,TCP,32758,84,382,26,3,0.18,0,20,normal
274,18,10.0.2.13,1.1.1.1,53,UDP,35400,87,236,19,4,0,0,11,normal
275,19,10.0.1.36,1.0.0.1,587,TCP,17267,72,483,17,3,0.16,1,12,normal
276,19,10.0.1.47,8.8.8.8,80,TCP,17586,95,415,21,1,0.53,0,6,normal
277,19,10.0.1.14,1.1.1.1,3306,TCP,11404,41,433,19,1,0.11,2,16,normal
278,19,10.0.3.37,13.32.0.1,8443,TCP,30137,73,259,21,2,0.07,1,11,normal
279,19,10.0.2.13,172.217.0.1,443,TCP,42676,59,314,14,2,0.08,0,10,normal
280,19,10.0.3.18,8.8.4.4,22,TCP,17522,83,343,18,2,0.38,1,14,normal
281,19,10.0.3.15,172.217.0.1,22,TCP,28900,48,339,15,4,0.31,0,3,normal
282,19,10.0.2.14,52.84.0.10,993,TCP,15176,81,387,13,4,0.16,0,12,normal
